game,link,platforms,difficulty,time_needed,platinum_rarity,views,guide_rating,guide_rating_count,user_favourites
Sound Shapes,https://psnprofiles.com/guide/6669-sound-shapes-drum-kits-sound-dlc-trophy-guide,PS4,1/10,1,,"6,798",,0,2
Hot Wheels Unleashed,https://psnprofiles.com/guide/13904-hot-wheels-unleashed-hot-wheels-batman-expansion-dlc-trophy-guide,PS4,1/10,1,,"9,538",,0,3
Sam & Max: The Devil's Playhouse Episode 3 - They Stole Max's Brain!,https://psnprofiles.com/guide/16829-sam-max-the-devils-playhouse-episode-3-they-stole-maxs-brain-trophy-guide,PS3,1/10,1,,"1,112",,0,1
Drowning,https://psnprofiles.com/guide/16099-drowning-trophy-guide,PS4,1/10,1,,"4,873",,0,7
Sound Shapes,https://psnprofiles.com/guide/6667-sound-shapes-8-bit-sound-dlc-trophy-guide,PS4,1/10,1,,"6,717",,0,2
Super Hang-On,https://psnprofiles.com/guide/9177-super-hang-on-trophy-guide,PS3,1/10,1,,"6,956",,0,3
Focus on You,https://psnprofiles.com/guide/15256-focus-on-you-100th-day-dlc-trophy-guide,PS4 VR,1/10,1,,"1,048",,0,1
detuned,https://psnprofiles.com/guide/327-detuned-trophy-guide,PS3,1/10,1,,"10,997",5/5,10,8
Phantom Breaker: Omnia,https://psnprofiles.com/guide/15608-phantom-breaker-omnia-spicy-dlc-trophy-guide,PS4,1/10,1,,"2,774",,0,0
Blindfold,https://psnprofiles.com/guide/9818-blindfold-trophy-guide,PS4 VR,1/10,1,,"3,138",,0,2
Ark: Survival Evolved,https://psnprofiles.com/guide/8577-ark-survival-evolved-the-center-dlc-trophy-guide,PS4,1/10,1,,"17,940",4/5,6,6
Trover Saves The Universe,https://psnprofiles.com/guide/10022-trover-saves-the-universe-jopo-update-dlc-trophy-guide,PS4,1/10,1,,"8,339",,0,1
Sound Shapes,https://psnprofiles.com/guide/6420-sound-shapes-vocoder-sound-dlc-trophy-guide,PS4,1/10,1,,"6,510",,0,2
Sonic the Fighters,https://psnprofiles.com/guide/9378-sonic-the-fighters-trophy-guide,PS3,1/10,1,,"15,204",5/5,8,11
Never Alone,https://psnprofiles.com/guide/3750-never-alone-foxtales-dlc-trophy-guide,PS4,1/10,1,,"9,008",5/5,8,14
GNOG,https://psnprofiles.com/guide/6010-gnog-trophy-guide,PS4,1/10,1,,"6,057",,0,7
Hagwalla Legend,https://psnprofiles.com/guide/7834-hagwalla-legend-trophy-guide,PS4,1/10,1,,"2,610",,0,5
Port Royale 3,https://psnprofiles.com/guide/8160-port-royale-3-harbour-master-dlc-trophy-guide,PS3,1/10,1,,"3,937",,0,3
HiQ Ace,https://psnprofiles.com/guide/6879-hiq-ace-trophy-guide,PS4,1/10,1,,"18,093",5/5,7,11
Leaving Lyndow,https://psnprofiles.com/guide/6264-leaving-lyndow-trophy-guide,PS4,1/10,1,,"5,431",,0,9
Paint Park Plus,https://psnprofiles.com/guide/302-paint-park-plus-trophy-guide,Vita,1/10,1,,"3,743",,0,7
8-bit Adventure Anthology: Volume I,https://psnprofiles.com/guide/6657-8-bit-adventure-anthology-volume-i-trophy-guide,PS4,1/10,1,,"10,603",,0,5
Dirt Rally 2.0,https://psnprofiles.com/guide/10397-dirt-rally-20-season-two-dlc-trophy-guide,PS4,1/10,1,,"8,134",5/5,7,2
The Playroom,https://psnprofiles.com/guide/8815-the-playroom-ar-studio-dlc-trophy-guide,PS4,1/10,1,,"11,451",5/5,10,7
Hot Wheels Unleashed 2: Turbocharged,https://psnprofiles.com/guide/18312-hot-wheels-unleashed-2-turbocharged-hot-wheels-unleashed-2-turbocharged-acceleracers-expansion-dlc-trophy-guide,PS5,1/10,1,,"3,300",,0,1
Whiteboyz Wit Attitude: The Pursuit of Money,https://psnprofiles.com/guide/10599-whiteboyz-wit-attitude-the-pursuit-of-money-moneyz-in-the-bank-for-real-dlc-trophy-guide,PS4,1/10,1,,"3,980",,0,2
Dead by Daylight,https://psnprofiles.com/guide/19383-dead-by-daylight-yamaoka-visitor-dlc-trophy-guide,PS5,1/10,1,,"1,955",,0,2
Sam & Max: The Devil's Playhouse Episode 2 - The Tomb of Sammun-Mak,https://psnprofiles.com/guide/16823-sam-max-the-devils-playhouse-episode-2-the-tomb-of-sammun-mak-trophy-guide,PS3,1/10,1,,"1,560",,0,1
Burnout Paradise,https://psnprofiles.com/guide/2237-burnout-paradise-legendary-cars-dlc-trophy-guide,PS3,1/10,1,,"16,503",,0,8
Ark: Survival Evolved,https://psnprofiles.com/guide/8502-ark-survival-evolved-ascension-dlc-trophy-guide,PS4,1/10,1,,"18,933",4/5,8,5
MLB 13 The Show: Home Run Derby Edition,https://psnprofiles.com/guide/34-mlb-13-the-show-home-run-derby-edition-trophy-guide,PS3,1/10,1,,"6,487",4/5,6,7
Minecraft,https://psnprofiles.com/guide/5761-minecraft-expansion-5-dlc-trophy-guide,PS4,1/10,1,,"27,547",5/5,13,15
Burnout Paradise,https://psnprofiles.com/guide/2231-burnout-paradise-boost-specials-dlc-trophy-guide,PS3,1/10,1,,"13,874",,0,7
Garten of Banban,https://psnprofiles.com/guide/19651-garten-of-banban-trophy-guide,PS5,1/10,1,,"2,789",,0,4
Hot Wheels Unleashed,https://psnprofiles.com/guide/14846-hot-wheels-unleashed-hot-wheels-looney-tunes-expansion-dlc-trophy-guide,PS4,1/10,1,,"6,237",,0,3
Sam & Max: The Devil's Playhouse Episode 5 - The City That Dares Not Sleep,https://psnprofiles.com/guide/16840-sam-max-the-devils-playhouse-episode-5-the-city-that-dares-not-sleep-trophy-guide,PS3,1/10,1,,"1,326",,0,1
The Park,https://psnprofiles.com/guide/6193-the-park-trophy-guide,PS4,1/10,1,,"13,669",,0,10
Sam & Max: The Devil's Playhouse Episode 4 - Beyond the Alley of the Dolls,https://psnprofiles.com/guide/16838-sam-max-the-devils-playhouse-episode-4-beyond-the-alley-of-the-dolls-trophy-guide,PS3,1/10,1,,"1,026",,0,0
Trivia for Dummies,https://psnprofiles.com/guide/15900-trivia-for-dummies-trophy-guide,PS4,1/10,1,,"2,680",,0,2
Focus on You,https://psnprofiles.com/guide/15257-focus-on-you-season-event-dlc-trophy-guide,PS4 VR,1/10,1,,"1,470",,0,1
Kingdom Hearts Re:coded,https://psnprofiles.com/guide/2183-kingdom-hearts-recoded-trophy-guide,PS3,1/10,1,,"22,465",5/5,8,33
Sound Shapes,https://psnprofiles.com/guide/6374-sound-shapes-old-school-sound-dlc-trophy-guide,PS4,1/10,1,,"7,612",,0,5
Sound Shapes,https://psnprofiles.com/guide/6334-sound-shapes-dubstep-sound-dlc-trophy-guide,PS4,1/10,1,,"7,621",,0,3
Concrete Genie,https://psnprofiles.com/guide/10336-concrete-genie-vr-dlc-trophy-guide,PS4,1/10,1,,"21,814",5/5,6,12
Focus on You,https://psnprofiles.com/guide/15255-focus-on-you-studio-dlc-trophy-guide,PS4 VR,1/10,1,,"1,031",,0,1
Arcade Archives: Terra Cresta,https://psnprofiles.com/guide/8724-arcade-archives-terra-cresta-trophy-guide,PS4,1/10,1,,"1,065",,0,0
Life of Fly,https://psnprofiles.com/guide/11800-life-of-fly-trophy-guide,PS4,1/10,1,,"2,251",,0,5
Super Kids Racing,https://psnprofiles.com/guide/7563-super-kids-racing-trophy-guide,PS4,1/10,1,,"10,002",,0,2
Virtua Fighter 2,https://psnprofiles.com/guide/4589-virtua-fighter-2-trophy-guide,PS3,1/10,1,,"11,219",4/5,15,7
Paint Park Plus,https://psnprofiles.com/guide/199-paint-park-plus-trophy-guide,Vita,1/10,1,,"5,961",4/5,9,5
Resident Evil 2,https://psnprofiles.com/guide/9446-resident-evil-2-another-survivor-dlc-trophy-guide,PS4,1/10,1,,"27,362",5/5,14,11
Taxi Driver: The Simulation,https://psnprofiles.com/guide/12321-taxi-driver-the-simulation-trophy-guide,PS4,1/10,1,,"3,857",,0,4
Quiplash,https://psnprofiles.com/guide/3525-quiplash-trophy-guide,PS3,1/10,1,,"5,001",,0,4
Arcade Archives: Rygar,https://psnprofiles.com/guide/8700-arcade-archives-rygar-trophy-guide,PS4,1/10,1,,"1,314",,0,0
Hot Wheels Unleashed 2: Turbocharged,https://psnprofiles.com/guide/18832-hot-wheels-unleashed-2-turbocharged-hot-wheels-unleashed-2-turbocharged-made-in-italy-expansion-dlc-trophy-guide,PS5,1/10,1,,"2,550",,0,2
Sly Minigames,https://psnprofiles.com/guide/1011-sly-minigames-trophy-guide,PS3,1/10,1,,"15,990",5/5,7,12
Laid-Back Camp: Virtual - Fumoto Campsite,https://psnprofiles.com/guide/11988-laid-back-camp-virtual-fumoto-campsite-trophy-guide,PS4,1/10,1,,"1,984",,0,1
Nekopara Vol. 1,https://psnprofiles.com/guide/8127-nekopara-vol-1-trophy-guide,PS4,1/10,1,,"13,923",5/5,6,11
Might & Magic: Clash of Heroes,https://psnprofiles.com/guide/3623-might-magic-clash-of-heroes-might-magic-clash-of-heroes-villains-dlc-trophy-guide,PS3,1/10,1,,"1,689",,0,2
Sound Shapes,https://psnprofiles.com/guide/6269-sound-shapes-do-you-wheelie-want-to-hurt-me-dlc-trophy-guide,PS4,1/10,1,,"7,538",5/5,5,4
North,https://psnprofiles.com/guide/8642-north-trophy-guide,PS4,1/10,1,,"7,106",,0,5
Learning with the PooYoos: Episode 1,https://psnprofiles.com/guide/16266-learning-with-the-pooyoos-episode-1-trophy-guide,PS3,1/10,1,,"1,745",,0,1
Horror Adventure VR,https://psnprofiles.com/guide/13625-horror-adventure-vr-trophy-guide,PS4 VR,1/10,1,,"4,850",,0,3
PlayStation Home,https://psnprofiles.com/guide/425-playstation-home-trophy-guide,PS3,1/10,1,,"10,197",4/5,16,26
Astrology and Horoscope Premium,https://psnprofiles.com/guide/8728-astrology-and-horoscope-premium-trophy-guide,PS4,1/10,1,,"3,335",,0,1
"Evan, Daniel, and Friends: Volume 1",https://psnprofiles.com/guide/10498-evan-daniel-and-friends-volume-1-trophy-guide,PS4,1/10,1,,"2,860",,0,1
Deliriant,https://psnprofiles.com/guide/6606-deliriant-trophy-guide,PS4,1/10,1,,"5,938",,0,5
The Four Kings Casino and Slots,https://psnprofiles.com/guide/14640-the-four-kings-casino-and-slots-ghost-busted-dlc-trophy-guide,PS4,1/10,1,,"1,751",,0,1
Sound Shapes,https://psnprofiles.com/guide/6297-sound-shapes-80s-sound-dlc-trophy-guide,PS4,1/10,1,,"8,054",5/5,5,5
Sound Shapes,https://psnprofiles.com/guide/1745-sound-shapes-future-funk-3000-sound-dlc-trophy-guide,PS3,1/10,1,,"11,119",5/5,10,5
Hot Wheels Unleashed 2: Turbocharged,https://psnprofiles.com/guide/19592-hot-wheels-unleashed-2-turbocharged-hot-wheels-unleashed-2-turbocharged-alien-encounters-expansion-dlc-trophy-guide,PS5,1/10,1,,"1,020",,0,0
Trover Saves The Universe,https://psnprofiles.com/guide/10023-trover-saves-the-universe-important-cosmic-jobs-dlc-trophy-guide,PS4,1/10,1,,"31,292",5/5,5,3
Burnout Paradise,https://psnprofiles.com/guide/2239-burnout-paradise-cagney-update-dlc-trophy-guide,PS3,1/10,1,,"19,574",4/5,8,9
Hidden Cats in London,https://psnprofiles.com/guide/18071-hidden-cats-in-london-trophy-guide,PS4,1/10,1,,"7,078",,0,6
Maximum Football 2018,https://psnprofiles.com/guide/18942-maximum-football-2018-trophy-guide,PS4,1/10,2,,760,,0,1
Focus on You,https://psnprofiles.com/guide/15254-focus-on-you-trophy-guide,PS4 VR,1/10,2,,"3,584",,0,2
NBA 2K17: The Prelude,https://psnprofiles.com/guide/4982-nba-2k17-the-prelude-trophy-guide,PS4,1/10,2,,"9,501",5/5,11,11
The Walking Dead: Season 2,https://psnprofiles.com/guide/1065-the-walking-dead-season-2-the-walking-dead-season-two-episode-two-dlc-trophy-guide,PS3,1/10,2,,"4,437",,0,6
Abzû,https://psnprofiles.com/guide/11956-abz%C3%BB-trophy-guide,PS4,1/10,2,,"23,057",5/5,31,36
Warframe,https://psnprofiles.com/guide/6985-warframe-update-23-dlc-trophy-guide,PS4,1/10,2,,"5,892",4/5,5,6
The Walking Dead: Season 2,https://psnprofiles.com/guide/1336-the-walking-dead-season-2-the-walking-dead-season-two-episode-four-dlc-trophy-guide,PS3,1/10,2,,"5,433",,0,8
Soccer Pinball,https://psnprofiles.com/guide/15773-soccer-pinball-trophy-guide,PS4,1/10,2,,"1,839",,0,1
Max Payne 3,https://psnprofiles.com/guide/643-max-payne-3-hostage-negotiation-dlc-trophy-guide,PS3,1/10,2,,"6,160",,0,10
Ghost of Tsushima,https://psnprofiles.com/guide/14118-ghost-of-tsushima-legends-rivals-and-mastery-challenges-dlc-trophy-guide,PS4,1/10,2,,"51,976",4/5,11,21
Blacklight: Retribution,https://psnprofiles.com/guide/4069-blacklight-retribution-februrary-content-patch-dlc-trophy-guide,PS4,1/10,2,,"5,188",5/5,5,10
Minecraft: Story Mode,https://psnprofiles.com/guide/14791-minecraft-story-mode-episode-7-dlc-trophy-guide,PS3,1/10,2,,"2,338",,0,1
The Walking Dead,https://psnprofiles.com/guide/2189-the-walking-dead-400-days-dlc-trophy-guide,PS4,1/10,2,,"31,134",5/5,10,21
Firewatch,https://psnprofiles.com/guide/5617-firewatch-audio-tour-dlc-trophy-guide,PS4,1/10,2,,"39,720",5/5,10,31
Frobisher Says!,https://psnprofiles.com/guide/1164-frobisher-says-trophy-guide,Vita,1/10,2,,"10,518",4/5,9,15
Dirt Rally 2.0,https://psnprofiles.com/guide/10392-dirt-rally-20-season-one-dlc-trophy-guide,PS4,1/10,2,,"8,779",5/5,6,3
HiQ Ace Unlimited,https://psnprofiles.com/guide/14892-hiq-ace-unlimited-trophy-guide,PS4,1/10,2,,"6,906",,0,3
The Four Kings Casino and Slots,https://psnprofiles.com/guide/14787-the-four-kings-casino-and-slots-the-natural-dlc-trophy-guide,PS4,1/10,2,,"1,723",,0,2
MouseCraft,https://psnprofiles.com/guide/3123-mousecraft-trophy-guide,PS4 PS3 Vita,1/10,2,,"16,276",4/5,23,59
Rocket League,https://psnprofiles.com/guide/3209-rocket-league-supersonic-fury-dlc-trophy-guide,PS4,1/10,2,,"36,895",5/5,26,29
Who's Your Daddy?!,https://psnprofiles.com/guide/19614-whos-your-daddy-trophy-guide,PS5,1/10,2,,"1,663",,0,4
The Walking Dead: Season 2,https://psnprofiles.com/guide/716-the-walking-dead-season-2-trophy-guide,PS3,1/10,2,,"22,029",4/5,10,27
Unearthed: Trail of Ibn Battuta - Episode 1,https://psnprofiles.com/guide/1619-unearthed-trail-of-ibn-battuta-episode-1-trophy-guide,PS3,1/10,2,,"3,153",,0,3
HiQ Ace Deluxe,https://psnprofiles.com/guide/16272-hiq-ace-deluxe-trophy-guide,PS4,1/10,2,,"1,674",,0,2
Fallout 4,https://psnprofiles.com/guide/4734-fallout-4-vault-tec-workshop-dlc-trophy-guide,PS4,1/10,2,,"42,407",5/5,14,29
Personality and Psychology Premium,https://psnprofiles.com/guide/11128-personality-and-psychology-premium-trophy-guide,PS4,1/10,2,,"4,074",,0,3
Assassin's Creed Origins,https://psnprofiles.com/guide/7115-assassins-creed-origins-discovery-tour-ancient-egypt-dlc-trophy-guide,PS4,1/10,2,,"49,125",5/5,20,26
The Walking Dead: Season 2,https://psnprofiles.com/guide/1508-the-walking-dead-season-2-the-walking-dead-season-two-episode-five-dlc-trophy-guide,PS3,1/10,2,,"4,446",,0,8
The Walking Dead: Season 2,https://psnprofiles.com/guide/1066-the-walking-dead-season-2-the-walking-dead-season-two-episode-three-dlc-trophy-guide,PS3,1/10,2,,"3,492",,0,6
Minecraft: Story Mode,https://psnprofiles.com/guide/14774-minecraft-story-mode-episode-6-dlc-trophy-guide,PS3,1/10,2,,"3,021",,0,2
Minecraft: Story Mode,https://psnprofiles.com/guide/14792-minecraft-story-mode-episode-8-dlc-trophy-guide,PS3,1/10,2,,"2,425",,0,2
Roblox,https://psnprofiles.com/guide/18494-roblox-trophy-guide,PS4,1/10,2,,"10,748",5/5,9,5
The Swapper,https://psnprofiles.com/guide/2241-the-swapper-trophy-guide,PS4 PS3 Vita,1/10,2,,"30,800",5/5,19,85
Three Fourths Home,https://psnprofiles.com/guide/5183-three-fourths-home-trophy-guide,PS4 Vita,1/10,2,,"6,992",,0,10
I Expect You To Die,https://psnprofiles.com/guide/6779-i-expect-you-to-die-trophy-guide,PS4 VR,1/10,2,,"34,540",4/5,5,9
Burnout Paradise,https://psnprofiles.com/guide/2217-burnout-paradise-big-surf-island-dlc-trophy-guide,PS3,1/10,2,,"27,763",5/5,8,8
The Four Kings Casino and Slots,https://psnprofiles.com/guide/14725-the-four-kings-casino-and-slots-gold-rushed-dlc-trophy-guide,PS4,1/10,2,,"1,867",,0,1
Burnout Paradise,https://psnprofiles.com/guide/2250-burnout-paradise-cops-and-robbers-dlc-trophy-guide,PS3,1/10,2,,"16,552",5/5,5,8
Minecraft,https://psnprofiles.com/guide/7825-minecraft-expansion-7-dlc-trophy-guide,PS4,1/10,2,,"24,924",4/5,14,6
Sportsfriends,https://psnprofiles.com/guide/1676-sportsfriends-trophy-guide,PS4 PS3,1/10,2,,"13,362",5/5,10,44
L.A. Noire,https://psnprofiles.com/guide/12203-la-noire-new-collections-dlc-trophy-guide,PS4,1/10,2,,"10,900",,0,10
Dragon Age: Origins,https://psnprofiles.com/guide/1871-dragon-age-origins-lelianas-song-dlc-trophy-guide,PS3,1/10,2,,"15,234",5/5,5,12
Dragon Age: Origins,https://psnprofiles.com/guide/1864-dragon-age-origins-the-stone-prisoner-dlc-trophy-guide,PS3,1/10,2,,"7,531",,0,10
Minecraft Dungeons,https://psnprofiles.com/guide/11397-minecraft-dungeons-jungle-awakens-and-creeping-winter-dlc-trophy-guide,PS4,1/10,3,,"21,935",5/5,8,11
Alba: A Wildlife Adventure,https://psnprofiles.com/guide/17166-alba-a-wildlife-adventure-trophy-guide,PS5,1/10,3,,"5,589",,0,10
Warframe,https://psnprofiles.com/guide/6738-warframe-update-22-dlc-trophy-guide,PS4,1/10,3,,"5,512",,0,5
Dear Esther: Landmark Edition,https://psnprofiles.com/guide/12903-dear-esther-landmark-edition-trophy-guide,PS4,1/10,3,,"15,531",5/5,9,10
Unmechanical Extended,https://psnprofiles.com/guide/2492-unmechanical-extended-trophy-guide,PS3,1/10,3,,"7,913",,0,16
Kingdom Hearts 358/2 Days,https://psnprofiles.com/guide/1665-kingdom-hearts-3582-days-trophy-guide,PS3,1/10,3,,"52,603",4/5,12,41
Murasaki Baby,https://psnprofiles.com/guide/1731-murasaki-baby-trophy-guide,Vita,1/10,3,,"6,842",4/5,11,21
Fat Princess,https://psnprofiles.com/guide/874-fat-princess-fat-roles-dlc-trophy-guide,PS3,1/10,3,,"2,813",,0,2
Lost Judgment,https://psnprofiles.com/guide/17806-lost-judgment-detective-essentials-dlc-trophy-guide,PS5,1/10,3,,"3,583",,0,1
Abzû,https://psnprofiles.com/guide/4785-abz%C3%BB-trophy-guide,PS4,1/10,3,,"116,738",5/5,50,133
Backgammon Blitz,https://psnprofiles.com/guide/167-backgammon-blitz-trophy-guide,Vita,1/10,3,,"2,907",,0,1
Present for You,https://psnprofiles.com/guide/8586-present-for-you-trophy-guide,Vita,1/10,3,,"1,658",,0,1
The Walking Dead: Michonne,https://psnprofiles.com/guide/17131-the-walking-dead-michonne-trophy-guide,PS4,1/10,3,,"4,376",,0,5
Ib,https://psnprofiles.com/guide/19097-ib-trophy-guide,PS5,1/10,4,,"1,370",,0,3
Ark: Survival Evolved,https://psnprofiles.com/guide/11458-ark-survival-evolved-explorer-notes-dlc-trophy-guide,PS4,1/10,4,,"22,444",3/5,8,4
天使憑きの少女,https://psnprofiles.com/guide/8588-%E5%A4%A9%E4%BD%BF%E6%86%91%E3%81%8D%E3%81%AE%E5%B0%91%E5%A5%B3-trophy-guide,Vita,1/10,4,,"1,511",,0,5
The Idolmaster: Cinderella Girls Viewing Revolution,https://psnprofiles.com/guide/9221-the-idolmaster-cinderella-girls-viewing-revolution-trophy-guide,PS4 VR,1/10,4,,"3,320",,0,2
Submerged,https://psnprofiles.com/guide/5196-submerged-trophy-guide,PS4,1/10,4,,"3,550",,0,8
Jewel Rotation,https://psnprofiles.com/guide/9559-jewel-rotation-trophy-guide,PS4,1/10,4,,"3,483",,0,2
Season: A Letter to the Future,https://psnprofiles.com/guide/16106-season-a-letter-to-the-future-trophy-guide,PS5,1/10,4,,"8,330",,0,10
Fallout: New Vegas,https://psnprofiles.com/guide/4018-fallout-new-vegas-nvdlc02-dlc-trophy-guide,PS3,1/10,4,,"16,427",5/5,11,14
Firewatch,https://psnprofiles.com/guide/5615-firewatch-trophy-guide,PS4,1/10,4,,"60,873",5/5,10,50
Doki-Doki Universe,https://psnprofiles.com/guide/1569-doki-doki-universe-trophy-guide,PS4,1/10,5,,"16,858",5/5,5,37
Thomas Was Alone,https://psnprofiles.com/guide/1052-thomas-was-alone-trophy-guide,PS4 PS3 Vita,1/10,5,,"49,203",5/5,34,62
Rain,https://psnprofiles.com/guide/5724-rain-trophy-guide,PS3,1/10,5,,"6,961",5/5,7,27
Rain,https://psnprofiles.com/guide/3072-rain-trophy-guide,PS3,1/10,5,,"17,315",5/5,35,67
Summer Lesson: Hikari Miyamoto Seven Days Room,https://psnprofiles.com/guide/9102-summer-lesson-hikari-miyamoto-seven-days-room-summer-lesson-hikari-miyamoto-day-out-dlc-trophy-guide,PS4 VR,1/10,5,,"1,542",,0,1
Summer Lesson: Hikari Miyamoto Seven Days Room,https://psnprofiles.com/guide/9101-summer-lesson-hikari-miyamoto-seven-days-room-summer-lesson-hikari-miyamoto-second-feel-dlc-trophy-guide,PS4 VR,1/10,5,,"1,991",,0,1
Surviving the Aftermath,https://psnprofiles.com/guide/15976-surviving-the-aftermath-shattered-hope-dlc-trophy-guide,PS4,1/10,5,,"2,663",,0,0
Phantasy Star Online 2,https://psnprofiles.com/guide/9392-phantasy-star-online-2-episode-4-dlc-trophy-guide,PS4 Vita,1/10,5,,"1,745",,0,1
Hatoful Boyfriend: Holiday Star,https://psnprofiles.com/guide/5166-hatoful-boyfriend-holiday-star-trophy-guide,PS4 Vita,1/10,6,,"7,315",5/5,6,11
Flower,https://psnprofiles.com/guide/102-flower-trophy-guide,PS4,1/10,6,,"53,982",5/5,22,113
Marvel Ultimate Alliance,https://psnprofiles.com/guide/4942-marvel-ultimate-alliance-expansion-of-dlc-trophy-guide,PS4,1/10,6,,"15,549",5/5,6,21
Wake-up Club,https://psnprofiles.com/guide/1104-wake-up-club-trophy-guide,Vita,1/10,6,,"12,204",4/5,7,18
Hatoful Boyfriend,https://psnprofiles.com/guide/3183-hatoful-boyfriend-trophy-guide,PS4 Vita,1/10,8,,"39,674",5/5,37,65
Island Saver,https://psnprofiles.com/guide/10172-island-saver-trophy-guide,PS4,1/10,8,,"23,954",5/5,10,12
Fate/Samurai Remnant,https://psnprofiles.com/guide/19332-fatesamurai-remnant-records-fragment-yagyu-sword-chronicles-dlc-trophy-guide,PS5,1/10,8,,"1,222",,0,2
Cities: Skylines,https://psnprofiles.com/guide/13819-cities-skylines-snowfall-dlc-trophy-guide,PS4,1/10,10,,"5,226",,0,1
Farm Together,https://psnprofiles.com/guide/14992-farm-together-title-update-big-farms-dlc-trophy-guide,PS4,1/10,10,,"2,373",,0,2
SOMA,https://psnprofiles.com/guide/8139-soma-trophy-guide,PS4,1/10,10,,"86,743",5/5,11,96
Graveyard Keeper,https://psnprofiles.com/guide/16569-graveyard-keeper-better-save-soul-dlc-trophy-guide,PS4,1/10,10,,"5,118",,0,6
Tekken Revolution,https://psnprofiles.com/guide/1311-tekken-revolution-trophy-guide,PS3,1/10,10,,"11,583",4/5,6,19
Doki-Doki Universe,https://psnprofiles.com/guide/1217-doki-doki-universe-trophy-guide,PS3 Vita,1/10,10,,"8,805",4/5,13,47
Ludo XXL,https://psnprofiles.com/guide/18311-ludo-xxl-trophy-guide,PS5,1/10,10,,"1,469",,0,1
Graveyard Keeper,https://psnprofiles.com/guide/12444-graveyard-keeper-game-of-crone-dlc-trophy-guide,PS4,1/10,10,,"33,758",5/5,7,9
The Four Kings Casino and Slots,https://psnprofiles.com/guide/17774-the-four-kings-casino-and-slots-treasure-trapped-dlc-trophy-guide,PS4,1/10,12,,"1,583",,0,1
Vampire: The Masquerade - Coteries of New York,https://psnprofiles.com/guide/14232-vampire-the-masquerade-coteries-of-new-york-trophy-guide,PS4,1/10,13,,"8,915",,0,10
The Game of Life 2,https://psnprofiles.com/guide/18635-the-game-of-life-2-trophy-guide,PS4,1/10,15,,"2,689",,0,5
PlayStation Home,https://psnprofiles.com/guide/230-playstation-home-trophy-guide,PS3,1/10,15,,"11,568",5/5,24,39
Summer Lesson: Hikari Miyamoto Seven Days Room,https://psnprofiles.com/guide/9100-summer-lesson-hikari-miyamoto-seven-days-room-trophy-guide,PS4 VR,1/10,20,,"6,887",,0,1
